Orthogroup	A_arenosa	A_thaliana
OG0000259	jg32859, jg32550, jg32843, jg32855, jg32866, jg1961	AT1G48400.1
OG0000260	jg33249	AT1G51060.1
OG0000260	jg26230	AT3G20670.1
OG0000260	jg9732	AT4G27230.1
OG0000260	jg22288	AT5G54640.1
OG0000261	jg25856	AT3G17540.1
OG0000261	jg16938	AT2G24510.1
OG0000262	jg13088, jg13092, jg13087, jg13090	AT2G02890.1, AT2G02660.1
OG0000262	jg27660, jg27597	AT2G16220.1
OG0000262	jg27598	AT2G15640.1, AT2G16450.1
OG0000263	jg22554	AT5G56710.1, AT4G26230.1
OG0000263	jg28169	AT2G19740.1
OG0000264	jg7235, jg7239	AT4G09153.1
OG0000264	jg16638	AT2G22121.1
OG0000264	jg9506	AT4G29283.1, AT4G29280.1
OG0000264	jg17301	AT4G29273.1
OG0000265	jg17910	AT2G29150.1
OG0000265	jg17942	AT2G29360.1
OG0000265	jg17943	AT2G29370.1
OG0000265	jg17941	AT2G29350.1
OG0000265	jg17929	AT2G29290.2
OG0000266	jg15897, jg19591, jg10715	AT2G42740.1
OG0000267	jg6424	AT5G25415.1
OG0000267	jg6422	AT5G25410.1
OG0000268	jg21967	AT5G52640.1
OG0000268	jg22448	AT5G56010.1
OG0000268	jg22447	AT5G56000.1
OG0000271	jg22859, jg22857	AT5G59280.1, AT1G35850.1
OG0000271	jg30710	AT1G21620.1
OG0000271	jg22951, jg22963	AT5G60180.1, AT5G60110.1
OG0000272	jg7401	AT4G10510.3
OG0000272	jg7403	AT4G10540.1
OG0000272	jg7404	AT4G10550.3
OG0000272	jg31949	AT1G32960.1
OG0000272	jg31947	AT1G32950.1
OG0000272	jg31946	AT1G32940.1
OG0000274	jg7016, jg18104, jg17517, jg33105, jg25810, jg32960, jg20959	AT5G15685.1
OG0000275	jg1884	AT5G20620.1
OG0000275	jg7876	AT4G05320.2
OG0000276	jg6081	AT5G22600.1
OG0000276	jg6082	AT5G22610.2
OG0000276	jg6075	AT5G22590.1
OG0000276	jg1402, jg6090	AT5G22720.1
OG0000276	jg7081, jg6094	AT5G22730.1
OG0000277	jg22533	AT5G56540.1
OG0000277	jg25335	AT3G13520.1
OG0000278	jg17131	AT2G25520.1
OG0000278	jg6415	AT5G25400.1
OG0000278	jg9154	AT4G32390.1
OG0000279	jg19826	AT2G44700.1, AT2G44630.1
OG0000280	jg14644	AT3G48300.2
OG0000280	jg14642	AT3G48280.1
OG0000280	jg14645	AT3G48320.1, AT3G48310.1
OG0000280	jg14641	AT3G48270.1
OG0000281	jg8653	AT4G36840.1
OG0000282	jg12477, jg12476, jg12332	AT5G39110.1
OG0000282	jg12479	AT5G39190.1, AT5G39160.1, AT5G39130.1
OG0000283	jg22801	AT5G58840.1
OG0000283	jg21885	AT5G58820.1
OG0000283	jg22800	AT5G58830.1
OG0000286	jg29880	AT1G14080.1
OG0000286	jg27567	AT2G15390.2, AT2G15360.1
OG0000286	jg27565	AT2G15370.1, AT2G15350.1
OG0000287	jg7546, jg7544	AT4G11580.1
OG0000288	jg33662, jg33664	AT1G55070.1
OG0000288	jg33567, jg33566	AT1G53815.1
OG0000288	jg870	AT1G61060.1
OG0000288	jg33562, jg33565, jg33564, jg33563	AT1G53550.1
OG0000289	jg26196, jg26181	AT3G23420.1
OG0000289	jg26785, jg32786	AT3G24580.1
OG0000289	jg25886	AT3G19470.1
OG0000289	jg26868	AT3G22770.1
OG0000291	jg10613	AT4G19630.1
OG0000292	jg26824	AT3G24830.1
OG0000292	jg11579	AT4G13170.1
OG0000292	jg24663	AT3G07110.2
OG0000292	jg21453, jg21449	AT5G48760.1
OG0000293	jg24877	AT3G09500.1
OG0000293	jg3998	AT5G02610.2
OG0000293	jg19114	AT2G39390.1
OG0000294	jg25486	AT3G14690.2
OG0000294	jg25482, jg25485, jg25483	AT3G14660.1, AT3G14650.1
OG0000294	jg25481	AT3G14640.2
OG0000296	jg22553	AT5G56700.2
OG0000296	jg22552, jg22550, jg12732, jg22551	AT5G56690.1
OG0000296	jg22999	AT5G60610.1
OG0000296	jg17521	AT2G26860.1
OG0000298	jg22932	AT5G59920.1, AT4G01350.1
OG0000298	jg6046	AT5G22355.1
OG0000299	jg6598, jg6710, jg6600, jg6712	AT5G26865.1, AT5G27050.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1
OG0000300	jg12175	AT5G37420.1
OG0000300	jg12174	AT4G16530.1, AT2G03010.1, AT5G37410.2
OG0000300	jg12186	AT5G37460.1
OG0000300	jg12188	AT5G37470.2
OG0000301	jg22900	AT5G59650.2
OG0000305	jg29981	AT1G14950.1
OG0000305	jg29979	AT1G14930.1
OG0000305	jg11388	AT4G14060.1
OG0000305	jg12942	AT2G01520.1
OG0000306	jg33104, jg20960, jg32961, jg25811	AT4G04775.1
OG0000307	jg7774	AT4G05110.2
OG0000307	jg7775	AT4G05120.1
OG0000307	jg7777	AT4G05140.1
OG0000307	jg7776	AT4G05130.1
OG0000308	jg2908	AT1G72730.1
OG0000308	jg25396	AT3G13920.5
OG0000309	jg5374	AT5G15490.1
OG0000309	jg13777	AT3G29360.1
OG0000309	jg12491	AT5G39320.1
OG0000310	jg6224	AT5G23740.1
OG0000310	jg14718	AT3G48930.1
OG0000310	jg9330	AT4G30800.1
OG0000311	jg19951	AT2G45570.1
OG0000312	jg6185	AT5G23370.1
OG0000312	jg6183	AT5G23350.1
OG0000312	jg6184	AT5G23360.1
OG0000314	jg32479	AT1G36675.1, AT3G29637.2
OG0000314	jg21135, jg11876	AT3G29645.1
OG0000315	jg16158	AT3G61100.1
OG0000315	jg16157	AT3G61090.1
OG0000317	jg7828	AT4G03570.1
OG0000317	jg7826	AT4G03590.1
OG0000317	jg24485	AT3G05685.1
OG0000318	jg16160	AT3G61111.1
OG0000318	jg16159	AT3G61110.1
OG0000318	jg19966	AT2G45710.1
OG0000318	jg21281	AT5G47930.1
OG0000319	jg13595	AT3G28330.1
OG0000319	jg13594	AT3G28280.1
OG0000321	jg14581	AT3G47780.1
OG0000321	jg14578	AT3G47740.1
OG0000321	jg14580	AT3G47770.2
OG0000321	jg14579	AT3G47760.3, AT3G47750.1
OG0000322	jg21371	AT5G48375.1
OG0000322	jg6491, jg6492	AT5G25980.2
OG0000322	jg6493	AT5G26000.1
OG0000323	jg11332	AT4G14400.1
OG0000323	jg11334	AT4G14390.1
OG0000323	jg7766	AT4G05040.1
OG0000323	jg7841	AT4G03470.1
OG0000323	jg7844	AT4G03440.1
OG0000325	jg28766	AT2G33370.1
OG0000325	jg24317	AT3G04400.1
OG0000326	jg6054	AT5G22440.1
OG0000326	jg29198	AT1G08360.1
OG0000326	jg17669	AT2G27530.1
OG0000327	jg29550	AT1G11270.1
OG0000328	jg32837	AT1G47890.1
OG0000328	jg1160	AT1G45616.1
OG0000329	jg25354	AT3G13662.1
OG0000329	jg21510	AT5G49040.1
OG0000329	jg33681	AT1G55210.1
OG0000330	jg27046	AT2G05330.1
OG0000330	jg21390, jg21204, jg21205	AT5G48510.1
OG0000331	jg22754	AT5G58420.1
OG0000331	jg27864, jg4536	AT2G17360.1, AT5G07090.1
OG0000332	jg6891	AT4G03728.1
OG0000333	jg22010	AT5G52965.1
OG0000333	jg22012	AT5G52975.1
OG0000333	jg17636	AT2G27315.1
OG0000334	jg23007	AT5G60670.1
OG0000334	jg18864	AT3G53430.1, AT2G37190.1
OG0000335	jg16044	AT1G34047.2, AT3G59930.1, AT5G33355.1
OG0000336	jg9737	AT4G27140.1
OG0000336	jg9736, jg9735	AT4G27160.1, AT4G27150.1
OG0000338	jg31423, jg31424	AT1G29110.1
OG0000338	jg31419	AT1G29090.1
OG0000338	jg31418	AT1G29080.1
OG0000339	jg31508, jg31511	AT1G29720.1
OG0000340	jg32095	AT1G34170.3
OG0000340	jg32120, jg32131, jg32126, jg32328, jg27885	AT1G35540.1, AT1G43950.1, AT1G35520.1, AT1G34410.1, AT1G35240.1, AT1G34310.1, AT1G34390.1
OG0000341	jg18062	AT2G30220.1
OG0000341	jg18072	AT2G30310.1
OG0000341	jg16950	AT2G24560.1
OG0000341	jg1138	AT1G58430.1
OG0000341	jg18217	AT2G31550.1, AT2G31540.1
OG0000342	jg9382	AT4G30290.1
OG0000342	jg1872	AT1G65310.2
OG0000342	jg9383	AT4G30280.1
OG0000342	jg21310	AT5G48070.1
OG0000343	jg15953	AT3G59120.1
OG0000343	jg25086	AT3G11385.1
OG0000343	jg25087	AT3G11402.1
OG0000343	jg27892	AT2G17600.1
OG0000345	jg18157, jg17982	AT2G31050.1
OG0000345	jg18166	AT2G26720.1
OG0000346	jg18472	AT2G33720.1
OG0000348	jg16351	AT3G62850.1
OG0000349	jg5048	AT5G12090.1
OG0000349	jg6651	AT5G27510.1
OG0000350	jg11888	AT3G30230.1
OG0000354	jg29431	AT1G10430.1
OG0000354	jg1019	AT1G59830.1
OG0000354	jg2597	AT1G69960.1
OG0000355	jg30401, jg30400	AT1G18760.1
OG0000355	jg25301	AT3G13228.1
OG0000356	jg16551, jg24432, jg32702	AT2G11035.1
OG0000357	jg31322	AT1G28030.1
OG0000357	jg33476	AT1G52810.1
OG0000358	jg32196	AT1G34560.1
OG0000358	jg32208, jg32224	AT1G35400.1, AT1G35410.1
OG0000358	jg32195, jg32207, jg32206	AT1G35365.1
OG0000358	jg32199, jg32198	AT1G35353.1, AT3G27900.2
OG0000360	jg7742	AT1G49920.1
OG0000360	jg12794, jg12796	AT1G64253.1
OG0000360	jg414	AT1G64260.1
OG0000361	jg23059	AT5G61170.1
OG0000361	jg24012	AT3G02080.1
OG0000361	jg5377	AT5G15520.1
OG0000362	jg24137	AT3G03080.1
OG0000362	jg5529	AT5G17000.1
OG0000362	jg5527	AT5G16970.1
OG0000363	jg26791	AT3G24610.1
OG0000364	jg26999	AT2G04810.1
OG0000364	jg27001	AT2G04840.1
OG0000364	jg12338, jg12339	AT5G38270.1
OG0000365	jg11521, jg11408	AT4G13390.1
OG0000365	jg27650, jg4447	AT2G24980.3, AT5G06630.1
OG0000365	jg4448	AT4G08400.1
OG0000366	jg15405	AT3G54700.1
OG0000366	jg18363	AT2G32830.1
OG0000366	jg19076	AT2G38940.1
OG0000367	jg18391	AT2G33060.1
OG0000367	jg18389	AT2G33050.1
OG0000368	jg15742	AT3G57310.1
OG0000368	jg12315	AT5G38160.1, AT5G38170.1
OG0000371	jg7517	AT4G11470.2
OG0000371	jg7518, jg7519	AT4G11480.1
OG0000372	jg23366, jg23367	AT5G63820.1
OG0000375	jg28225, jg28226	AT2G20160.1
OG0000375	jg13116	AT2G03190.1
OG0000375	jg13115	AT2G03170.1
OG0000375	jg13114	AT3G25650.1, AT2G03160.1
OG0000375	jg29403	AT1G10230.1
OG0000376	jg20120	AT2G47110.1
OG0000376	jg32005, jg30914	AT1G23410.1
OG0000377	jg15696	AT3G56890.1
OG0000377	jg15770	AT3G57580.1
OG0000377	jg15771	AT3G57590.1
OG0000378	jg15760	AT3G57490.1
OG0000378	jg1151, jg1116	AT1G58684.1, AT1G59359.1, AT1G58983.1, AT1G58380.1
OG0000378	jg19478	AT2G41840.1
OG0000379	jg1863, jg27360	AT2G35280.1, AT3G30430.1, AT1G36030.1
OG0000380	jg13746	AT3G29255.1
OG0000380	jg13710	AT5G36150.1
OG0000380	jg11615, jg11187	AT4G15340.1, AT4G15370.1
OG0000380	jg3529	AT1G78500.1
OG0000381	jg27822	AT2G17043.1
OG0000381	jg27825	AT2G17080.1
OG0000381	jg27824	AT2G17070.1
OG0000382	jg27944, jg11773	AT2G18020.1
OG0000382	jg15003	AT3G51190.1
OG0000382	jg8720	AT4G36130.1
OG0000383	jg5865	AT5G20010.1
OG0000383	jg22346	AT5G55190.1
OG0000383	jg5866	AT5G20020.1
OG0000384	jg8980	AT4G33865.1, AT3G43980.1, AT3G44010.1
OG0000388	jg32943	AT1G48630.1
OG0000388	jg30331	AT1G18080.1
OG0000389	jg30568	AT1G20360.1
OG0000389	jg30571, jg30566	AT1G20735.1
OG0000389	jg30613	AT1G20690.1
OG0000389	jg30551, jg30552	AT1G20240.1
OG0000390	jg9105	AT3G43710.1
OG0000390	jg8978	AT4G33900.1, AT4G23580.1
OG0000391	jg32175	AT1G35190.1
OG0000391	jg14431	AT3G46500.5
OG0000392	jg32966, jg32963	AT1G48800.1
OG0000392	jg11324	AT4G20210.1
OG0000392	jg10548	AT4G20230.2
OG0000393	jg33246, jg33297, jg33304, jg33300, jg33301, jg33302, jg33299, jg33306, jg33298, jg33305, jg33303	AT1G47600.1, AT1G51470.1
OG0000393	jg33307	AT1G51490.1
OG0000394	jg33806	AT1G56130.2
OG0000394	jg33807	AT1G56140.1
OG0000394	jg33803	AT1G56120.1
OG0000395	jg21757	AT5G51000.1
OG0000395	jg26098	AT3G19560.1
OG0000396	jg7626, jg7624, jg1372, jg1387, jg1382, jg1386, jg1384, jg1385, jg1383	AT4G12150.1, AT4G12140.1
OG0000396	jg7625	AT4G05350.1, AT4G12220.1, AT4G12210.1
OG0000397	jg23514, jg23512	AT5G65050.3, AT5G65060.1
OG0000397	jg3374	AT1G77080.8
OG0000397	jg23516	AT5G65080.2
OG0000397	jg23515	AT5G65070.3
OG0000398	jg12215	AT5G37620.1
OG0000398	jg28161	AT2G19660.2
OG0000399	jg14011	AT1G36095.1
OG0000399	jg7131, jg7126, jg7107	AT5G33406.1
OG0000401	jg8715	AT4G36140.1
OG0000402	jg11799	AT5G28950.1
OG0000405	jg18279	AT2G32060.1
OG0000405	jg30084	AT1G15930.1
OG0000406	jg3057, jg3055	AT1G74050.1, AT1G74060.1
OG0000406	jg30377	AT1G18540.1
OG0000407	jg30941	AT1G23720.2
OG0000407	jg13629, jg13626	AT3G28550.1
OG0000407	jg15393	AT3G54580.1
OG0000408	jg11145	AT4G16200.1
OG0000408	jg4496	AT5G06890.1
OG0000408	jg28303, jg13515	AT3G27600.1
OG0000409	jg32967	AT1G48830.1
OG0000409	jg2232, jg24075	AT3G02560.1
OG0000410	jg33546	AT1G53370.2
OG0000413	jg2622, jg2621	AT1G70120.1
OG0000413	jg2608	AT1G70040.1
OG0000414	jg11188, jg11189	AT5G48000.1
OG0000414	jg3526, jg3528, jg28018	AT1G78490.1
OG0000415	jg17851	AT1G07790.1
OG0000415	jg3993	AT5G02570.1
OG0000415	jg15301	AT3G53650.1
OG0000416	jg26277, jg26278, jg26279, jg26276, jg26274, jg26275, jg26273, jg26272	AT3G21000.1
OG0000417	jg16575	AT2G21580.1
OG0000417	jg8897	AT4G34555.1
OG0000417	jg8390	AT4G39200.1
OG0000418	jg6713	AT5G27080.1, AT5G26900.1, AT5G27570.1
OG0000418	jg6597	AT5G26955.1
OG0000418	jg9057	AT4G33260.1
OG0000418	jg9056	AT4G33270.1
OG0000420	jg7115, jg7165	AT3G25510.1
OG0000420	jg7114	AT2G14080.1
OG0000420	jg14195, jg14188	AT3G44630.3, AT3G44670.1, AT3G44480.3, AT3G44400.1
OG0000421	jg5732	AT5G18780.1
OG0000421	jg5731	AT5G18770.1
OG0000422	jg21106, jg22830	AT1G35890.1, AT3G46565.1
OG0000423	jg21623	AT5G49760.1
OG0000423	jg21625	AT5G49770.1
OG0000423	jg21627	AT5G49780.2
OG0000424	jg21979	AT5G52760.1
OG0000424	jg21978	AT5G52750.1
OG0000427	jg28529	AT3G04420.1, AT1G02220.1
OG0000427	jg28530	AT1G02230.1
OG0000428	jg29693	AT1G12490.1
OG0000428	jg29335	AT1G09650.1
OG0000429	jg29915	AT1G14400.1
OG0000430	jg31539	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1
OG0000431	jg21677	AT5G50220.1
OG0000431	jg31895, jg31893	AT1G32420.1
OG0000432	jg26863	AT5G20390.1
OG0000432	jg31971	AT1G33220.1
OG0000432	jg5898	AT5G20330.1
OG0000432	jg5899	AT5G20340.1
OG0000433	jg33267	AT1G51250.1
OG0000434	jg33557	AT1G53500.1
OG0000434	jg25495	AT3G14790.2
OG0000435	jg673	AT1G62500.1
OG0000435	jg11210	AT4G15160.1
OG0000435	jg26431	AT3G22120.2
OG0000436	jg13841, jg13833, jg13836	AT3G29830.1
OG0000436	jg22306, jg1417	AT1G56400.1
OG0000436	jg22307	AT5G54820.1
OG0000437	jg13596	AT3G44580.1
OG0000437	jg11275, jg6469, jg10830, jg1990, jg17875, jg13583, jg20910, jg6355, jg25710, jg10525, jg10532	AT2G14000.1, AT3G30820.1
OG0000439	jg9501	AT4G29350.1
OG0000439	jg22542	AT5G56600.1
OG0000439	jg28170	AT2G19760.1
OG0000440	jg16816	AT2G23550.4
OG0000440	jg16819	AT2G23580.1
OG0000441	jg15323	AT3G53870.1
OG0000441	jg11941	AT5G35530.1
OG0000441	jg18223	AT2G31610.1
OG0000442	jg18863	AT2G37180.1
OG0000442	jg18862	AT2G37170.2
OG0000442	jg15274	AT3G53420.1
OG0000443	jg20854, jg22914	AT5G43550.1
OG0000443	jg6107	AT5G22791.2
OG0000443	jg6103, jg6105	AT2G32470.1
OG0000444	jg12954	AT5G33393.1
OG0000444	jg20878	AT1G52603.1
OG0000445	jg13608	AT3G28380.1
OG0000445	jg13605	AT3G28360.1
OG0000445	jg13609	AT3G28390.1
OG0000445	jg13602	AT3G28345.1
OG0000446	jg15295	AT3G53610.1
OG0000446	jg22921	AT5G59840.1
OG0000446	jg14385	AT3G46060.1
OG0000447	jg6386, jg6385	AT5G25120.1, AT5G25130.1
OG0000447	jg6390	AT5G25180.1
OG0000448	jg8424, jg8422	AT4G39550.1
OG0000448	jg8426	AT4G39560.1
OG0000449	jg9891	AT4G25740.1
OG0000449	jg12774	AT5G41520.1
OG0000456	jg28587	AT1G02780.1
OG0000456	jg25749	AT3G16780.1
OG0000456	jg7994	AT4G02230.1
OG0000457	jg29717	AT1G12663.1
OG0000457	jg29720	AT1G12672.2
OG0000458	jg30885, jg30887, jg30883	AT1G23201.2
OG0000458	jg29877	AT1G14048.1
OG0000458	jg3951	AT5G02210.1
OG0000459	jg2566	AT1G66580.1
OG0000459	jg29905	AT1G14320.1
OG0000459	jg31050	AT1G26910.1
OG0000460	jg30012	AT1G15250.1
OG0000461	jg30655	AT1G21130.1
OG0000461	jg30654	AT1G21120.2, AT1G21110.1
OG0000461	jg30653	AT1G21100.1
OG0000462	jg12775	AT5G41530.1
OG0000462	jg18768	AT2G36340.1
OG0000463	jg4724, jg4726	AT5G08670.1, AT5G08690.1
OG0000463	jg4725	AT5G08680.1
OG0000464	jg32496	AT1G43090.1, AT1G43100.1, AT1G43080.1
OG0000464	jg7268, jg19279, jg19283	AT2G26620.1, AT2G15450.1, AT2G15460.1, AT2G15470.1, AT4G13760.1, AT2G40310.1
OG0000465	jg32699	AT1G45191.1
OG0000465	jg990	AT1G60090.1
OG0000465	jg976	AT1G60270.1
OG0000465	jg5486	AT5G16580.1
OG0000465	jg10331	AT4G22100.1
OG0000466	jg1246, jg1203	AT1G58090.1
OG0000466	jg33540	AT1G53325.1, AT1G59630.1
OG0000467	jg2107, jg13084, jg12203, jg8476, jg7941, jg7460, jg17404, jg13739, jg17397, jg17741, jg2108, jg17742, jg17720, jg16229, jg33715, jg16745	AT5G32613.1
OG0000468	jg650, jg658, jg654, jg651, jg653	AT1G63360.1, AT1G62630.1
OG0000469	jg713	AT1G62220.1
OG0000469	jg742, jg712	AT1G62000.1, AT1G62080.1, AT1G62060.1
OG0000470	jg3072, jg21554	AT1G74180.1
OG0000470	jg17119	AT2G25470.3
OG0000470	jg1552	AT1G54470.1
OG0000471	jg15776	AT3G57640.1
OG0000471	jg1861, jg1862, jg22753, jg1843	AT1G65250.1, AT1G65190.1
OG0000473	jg3658	AT1G79680.1
OG0000473	jg27680, jg2564, jg2563	AT1G69730.1
OG0000474	jg3073	AT1G74190.1
OG0000475	jg11893	AT1G35617.1, AT3G43837.1
OG0000476	jg19597	AT2G42790.1
OG0000476	jg15901	AT3G58740.1
OG0000476	jg15902	AT3G58750.1
OG0000477	jg19773	AT2G44220.1
OG0000478	jg20150	AT2G47380.1
OG0000479	jg20176	AT2G47610.1
OG0000479	jg16354	AT3G62870.1
OG0000481	jg13303	AT3G26170.1, AT3G26180.1
OG0000481	jg13301	AT3G26160.1
OG0000481	jg13300	AT3G26150.1
OG0000482	jg22929	AT5G59890.1
OG0000482	jg14381	AT3G46010.2
OG0000482	jg22927, jg22928	AT5G59880.1
OG0000483	jg15428	AT3G54910.1
OG0000484	jg9443	AT4G29760.1
OG0000484	jg9442	AT4G29770.2
OG0000484	jg5645	AT5G18065.1
OG0000484	jg5642	AT5G18040.1
OG0000485	jg12626	AT5G40230.1
OG0000485	jg12627	AT5G40240.2
OG0000489	jg25329	AT3G13470.1
OG0000489	jg31134	AT1G26230.1
OG0000490	jg7707	AT4G04570.1
OG0000490	jg7705	AT4G04540.1
OG0000491	jg719, jg720	AT1G62170.2
OG0000491	jg454	AT2G14540.1
OG0000492	jg2988	AT1G73490.2
OG0000494	jg23967	AT3G01329.1, AT3G01324.1
OG0000494	jg23968	AT3G01323.1
OG0000495	jg12915	AT2G01250.1
OG0000495	jg25341	AT3G13580.1
OG0000495	jg19759	AT2G44120.2
OG0000496	jg27674	AT2G16290.1, AT2G16300.1
OG0000497	jg17961	AT2G29460.1
OG0000497	jg17962	AT2G29470.1
OG0000497	jg17964	AT2G29490.1
OG0000498	jg18797	AT2G36590.1
OG0000498	jg15530	AT3G55740.1
OG0000498	jg19220	AT2G39890.1
OG0000499	jg13040	AT2G02250.1
OG0000499	jg13039	AT2G02240.1
OG0000500	jg14105, jg14108, jg14099, jg14098	AT3G44060.1
OG0000500	jg14103	AT3G44090.1
OG0000500	jg14100	AT3G44080.1
OG0000500	jg14101, jg14126	AT3G44180.1
OG0000501	jg8236	AT4G00100.1
OG0000501	jg16134	AT3G60770.1
OG0000503	jg7650	AT4G12470.1
OG0000503	jg7651	AT4G12480.1
OG0000503	jg7652, jg7653	AT4G12490.1, AT4G12500.1
OG0000504	jg12260	AT5G37890.1
OG0000505	jg23182, jg23183	AT5G62300.1, AT3G45030.1
OG0000511	jg8090	AT4G01480.1
OG0000511	jg20091	AT2G46860.1
OG0000511	jg28523	AT1G01050.1
OG0000512	jg28859, jg28860	AT1G05240.1, AT1G05250.1
OG0000513	jg3081	AT1G74270.1
OG0000513	jg29059	AT1G07070.1
OG0000514	jg32280	AT4G10780.1
OG0000514	jg12025, jg32282	AT1G12210.1
OG0000514	jg29671	AT1G12280.1
OG0000514	jg29664	AT1G12220.1
OG0000515	jg8314	AT4G38510.5
OG0000515	jg30553	AT1G20260.1
OG0000515	jg3257	AT1G76030.1
OG0000516	jg32202	AT1G27030.1
OG0000517	jg31059	AT1G26880.1
OG0000517	jg2550	AT1G69620.1
OG0000517	jg13678	AT3G28900.1
OG0000518	jg3467	AT1G77940.1
OG0000518	jg11908, jg32279	AT3G18740.1
OG0000519	jg21238	AT1G36100.1
OG0000519	jg1606, jg32382	AT5G32590.1, AT3G43148.1, AT4G06688.1, AT5G33806.1, AT4G08097.1, AT3G33293.1
OG0000520	jg32499	AT1G43170.1
OG0000520	jg1218	AT1G61580.1
OG0000521	jg33221	AT1G50870.1
OG0000521	jg32883, jg32882	AT1G47730.1
OG0000522	jg27921	AT2G17845.1
OG0000522	jg657, jg661	AT1G62610.4, AT1G63380.2
OG0000522	jg15467	AT3G55310.1, AT3G55290.1
OG0000522	jg15468	AT3G46170.1
OG0000523	jg24894, jg1141	AT3G09680.1
OG0000523	jg4029	AT5G02960.1
OG0000524	jg13391, jg13389	AT3G26922.1
OG0000524	jg13393	AT4G13965.1
OG0000524	jg1457, jg1458, jg1459	AT1G55030.2
OG0000525	jg24911	AT3G09840.1
OG0000525	jg4065	AT5G03340.1
OG0000526	jg25476	AT3G14600.1
OG0000527	jg28250	AT2G20350.1
OG0000527	jg23687	AT5G67000.1
OG0000527	jg23686	AT5G67010.1
OG0000528	jg17745, jg17749	AT2G28040.1
OG0000528	jg17744	AT2G28010.1
OG0000528	jg17782	AT2G28220.1, AT2G28225.1
OG0000529	jg13311	AT3G26230.1
OG0000529	jg13310	AT3G26220.1
OG0000529	jg13313	AT3G26280.2
OG0000530	jg13621	AT3G28510.1
OG0000530	jg13623, jg13622	AT3G28520.1
OG0000530	jg13624	AT3G28540.1
OG0000531	jg13862	AT2G09388.1
OG0000532	jg14743	AT3G49120.1
OG0000532	jg13905	AT3G32980.1
OG0000533	jg14882	AT3G50150.1
OG0000533	jg14883	AT3G50170.1, AT3G50200.1
OG0000533	jg14884	AT3G50180.1
OG0000533	jg14879	AT3G50120.1
OG0000534	jg6136	AT5G23010.2
OG0000534	jg6137	AT5G23020.1
OG0000535	jg7256	AT4G09500.2
OG0000535	jg22170	AT5G53990.1
OG0000536	jg11386, jg11583	AT4G08990.1, AT4G14140.2
OG0000536	jg11459	AT4G13610.1
OG0000536	jg21536	AT5G49160.1
OG0000537	jg12468	AT5G39080.1
OG0000537	jg12467	AT5G39050.1
OG0000541	jg27023	AT2G04930.1
OG0000541	jg26105	AT3G19595.1
OG0000541	jg25857	AT3G17550.1
OG0000541	jg22210	AT5G54210.1
OG0000541	jg30557	AT1G20320.1
OG0000543	jg3506	AT1G78300.1
OG0000543	jg7215	AT4G09000.2
OG0000543	jg32168	AT1G35160.2
OG0000545	jg33661	AT1G54290.1
OG0000546	jg849, jg850	AT1G61300.1, AT1G61180.2, AT1G61310.1, AT1G61190.1
OG0000547	jg918	AT1G60690.1
OG0000547	jg915	AT1G60730.3
OG0000547	jg921	AT1G60680.1
OG0000547	jg916	AT1G60710.1
OG0000548	jg949	AT1G60500.1
OG0000549	jg1070, jg1395, jg1064, jg1066, jg1068, jg1069	AT1G59690.1
OG0000550	jg12455, jg1175	AT1G58270.1
OG0000550	jg14399	AT3G46190.2
OG0000553	jg12214	AT5G37600.1
OG0000553	jg2061	AT1G66200.3
OG0000553	jg5485	AT5G16570.1
OG0000554	jg2077, jg2075, jg2071	AT1G66280.1
OG0000554	jg2074, jg2078	AT1G66270.1
OG0000554	jg24849	AT3G09260.1
OG0000555	jg25714	AT3G16555.1
OG0000555	jg25718	AT3G51171.1
OG0000555	jg25878	AT3G17710.1
OG0000556	jg13784	AT3G29375.1
OG0000556	jg3684	AT2G16490.1
OG0000557	jg5409	AT5G15840.1
OG0000557	jg5411	AT5G15850.1
OG0000557	jg24052	AT3G02380.1
OG0000558	jg24333	AT3G04545.1
OG0000559	jg26240	AT3G20690.1
OG0000559	jg26238	AT3G20710.1
OG0000559	jg26232	AT3G20700.1
OG0000560	jg9833	AT4G26210.1
OG0000560	jg28163	AT2G19680.1
OG0000561	jg16653	AT2G22240.1
OG0000561	jg8480	AT4G39800.1
OG0000561	jg4847	AT5G10170.1
OG0000562	jg15218	AT3G52930.1
OG0000562	jg18782	AT2G36460.1
OG0000562	jg4113	AT5G03690.1
OG0000563	jg18918	AT2G37600.1
OG0000563	jg15310	AT3G53740.2
OG0000564	jg19678	AT2G43440.1, AT2G43445.1
OG0000564	jg19656	AT2G43260.2
OG0000564	jg10836	AT4G17780.1
OG0000565	jg7666	AT4G12600.2
OG0000565	jg5880, jg10293	AT4G22380.1, AT5G20160.2
OG0000567	jg23203	AT5G62510.1
OG0000567	jg23220	AT5G62660.1
OG0000573	jg8160	AT4G00810.1
OG0000573	jg28517, jg20266	AT5G47700.1, AT1G01100.1
OG0000574	jg30314	AT1G17910.1
OG0000574	jg30467	AT1G19390.1
OG0000574	jg32154, jg27679, jg30466	AT4G31100.1, AT4G31110.1
OG0000575	jg7297	AT4G09800.1, AT1G22780.1
OG0000575	jg32073	AT1G34030.1
OG0000576	jg14771	AT3G49310.1
OG0000576	jg365	AT1G64650.1
OG0000576	jg9671	AT4G27720.1
